"","COM","PTOT"
"13672","Neons-sur-Creuse-36",383
"13673","Neret-36",196
"13674","Neuillay-les-Bois-36",669
"13675","Neuvy-Pailloux-36",1206
"13676","Neuvy-Saint-Sepulchre-36",1690
"13677","Niherne-36",1617
"13678","Nohant-Vic-36",462
"13679","Nuret-le-Ferron-36",307
"13680","Obterre-36",185
"13681","Orsennes-36",752
"13682","Orville-36",141
"13683","Oulches-36",412
"13684","Palluau-sur-Indre-36",802
"13685","Parnac-36",507
"13686","Paudy-36",449
"13687","Paulnay-36",338
"13688","LePechereau-36",1899
"13689","Pellevoisin-36",839
"13690","Perassay-36",366
"13691","LaPerouille-36",467
"13692","LePoinçonnet-36",6004
"13693","Pommiers-36",223
"13694","LePont-Chretien-Chabenet-36",938
"13695","Poulaines-36",854
"13696","Pouligny-Notre-Dame-36",706
"13697","Pouligny-Saint-Martin-36",227
"13698","Pouligny-Saint-Pierre-36",1081
"13699","Preaux-36",167
"13700","Preuilly-la-Ville-36",162
"13701","Prissac-36",606
"13702","Pruniers-36",522
"13703","Reboursin-36",106
"13704","Reuilly-36",2056
"13705","Rivarennes-36",558
"13706","Rosnay-36",533
"13707","Roussines-36",372
"13708","Rouvres-les-Bois-36",283
"13709","Ruffec-36",596
"13710","Sacierges-Saint-Martin-36",328
"13711","Saint-Aigny-36",292
"13712","Saint-Aoustrille-36",229
"13713","Saint-Août-36",848
"13714","Saint-Aubin-36",177
"13715","Saint-Benoît-du-Sault-36",615
"13716","Saint-Chartier-36",510
"13717","Saint-Christophe-en-Bazelle-36",371
"13718","Saint-Christophe-en-Boucherie-36",260
"13719","Saint-Civran-36",138
"13720","Saint-Cyran-du-Jambot-36",348
"13721","Saint-Denis-de-Jouhet-36",982
"13722","Saint-Florentin-36",539
"13723","Saint-Gaultier-36",1835
"13724","Saint-Genou-36",977
"13725","Saint-Georges-sur-Arnon-36",588
"13726","Saint-Gilles-36",108
"13727","Saint-Hilaire-sur-Benaize-36",305
"13728","Saint-Lactencin-36",429
"13729","Saint-Marcel-36",1530
"13730","Saint-Maur-36",3730
"13731","Saint-Medard-36",50
"13732","Saint-Michel-en-Brenne-36",330
"13733","Saint-Pierre-de-Jards-36",120
"13734","Saint-Plantaire-36",626
"13735","Saint-Valentin-36",287
"13736","Sainte-Fauste-36",273
"13737","Sainte-Gemme-36",266
"13738","Sainte-Lizaigne-36",1185
"13739","Sainte-Severe-sur-Indre-36",784
"13740","Sarzay-36",312
"13741","Sassierges-Saint-Germain-36",475
"13742","Saulnay-36",158
"13743","Sauzelles-36",254
"13744","Sazeray-36",310
"13745","Segry-36",513
"13746","Selles-sur-Nahon-36",69
"13747","Sembleçay-36",102
"13748","Souge-36",150
"13749","Tendu-36",657
"13750","Thenay-36",911
"13751","Thevet-Saint-Julien-36",393
"13752","Thizay-36",240
"13753","Tilly-36",141
"13754","Tournon-Saint-Martin-36",1170
"13755","LeTranger-36",179
"13756","Tranzault-36",353
"13757","Urciers-36",251
"13758","Val-Fouzon-36",986
"13759","Valençay-36",2458
"13760","Vatan-36",1995
"13761","Velles-36",993
"13762","Vendœuvres-36",1073
"13763","LaVernelle-36",752
"13764","Verneuil-sur-Igneraie-36",324
"13765","Veuil-36",385
"13766","Vicq-Exemplet-36",324
"13767","Vicq-sur-Nahon-36",741
"13768","Vigoulant-36",104
"13769","Vigoux-36",467
"13770","Vijon-36",305
"13771","Villedieu-sur-Indre-36",2741
"13772","Villegongis-36",111
"13773","Villegouin-36",329
"13774","Villentrois-Faverolles-en-Berry-36",883
"13775","Villiers-36",171
"13776","Vineuil-36",1251
"13777","Vouillon-36",235
"13778","Abilly-37",1169
"13779","Ambillou-37",1779
"13780","Amboise-37",13071
"13781","Anche-37",429
"13782","Antogny-le-Tillac-37",514
"13783","Artannes-sur-Indre-37",2690
"13784","Assay-37",170
"13785","Athee-sur-Cher-37",2725
"13786","Autreche-37",436
"13787","Auzouer-en-Touraine-37",2288
"13788","Avoine-37",1841
"13789","Avon-les-Roches-37",557
"13790","Avrille-les-Ponceaux-37",484
"13791","Azay-le-Rideau-37",3592
"13792","Azay-sur-Cher-37",3158
"13793","Azay-sur-Indre-37",391
"13794","Ballan-Mire-37",8191
"13795","Barrou-37",474
"13796","Beaulieu-les-Loches-37",1797
"13797","Beaumont-en-Veron-37",2787
"13798","Beaumont-Louestault-37",1730
"13799","Beaumont-Village-37",251
"13800","Benais-37",938
"13801","Berthenay-37",706
"13802","Betz-le-Chateau-37",558
"13803","Blere-37",5315
"13804","Bossay-sur-Claise-37",775
"13805","Bossee-37",334
"13806","LeBoulay-37",801
"13807","Bourgueil-37",3983
"13808","Bournan-37",279
"13809","Boussay-37",220
"13810","Braslou-37",310
"13811","Braye-sous-Faye-37",302
"13812","Braye-sur-Maulne-37",182
"13813","Breches-37",226
"13814","Brehemont-37",767
"13815","Bridore-37",518
"13816","Brizay-37",280
"13817","Bueil-en-Touraine-37",326
"13818","Candes-Saint-Martin-37",188
"13819","Cangey-37",1081
"13820","LaCelle-Guenand-37",376
"13821","LaCelle-Saint-Avant-37",1084
"13822","Cere-la-Ronde-37",456
"13823","Cerelles-37",1233
"13824","Chambon-37",325
"13825","Chambourg-sur-Indre-37",1282
"13826","Chambray-les-Tours-37",12001
"13827","Champigny-sur-Veude-37",847
"13828","Chanceaux-pres-Loches-37",131
"13829","Chanceaux-sur-Choisille-37",3560
"13830","Channay-sur-Lathan-37",843
"13831","Chançay-37",1158
"13832","LaChapelle-aux-Naux-37",580
"13833","LaChapelle-Blanche-Saint-Martin-37",697
"13834","LaChapelle-sur-Loire-37",1466
"13835","Charentilly-37",1312
"13836","Charge-37",1327
"13837","Charnizay-37",517
"13838","Chateau-la-Valliere-37",1769
"13839","Chateau-Renault-37",5023
"13840","Chaumussay-37",233
"13841","Chaveignes-37",556
"13842","Chedigny-37",562
"13843","Cheille-37",1820
"13844","Chemille-sur-Deme-37",737
"13845","Chemille-sur-Indrois-37",236
"13846","Chenonceaux-37",355
"13847","Chezelles-37",136
"13848","Chinon-37",8483
"13849","Chisseaux-37",598
"13850","Chouze-sur-Loire-37",2107
"13851","Cigogne-37",457
"13852","Cinais-37",422
"13853","Cinq-Mars-la-Pile-37",3670
"13854","Ciran-37",418
"13855","Civray-de-Touraine-37",1859
"13856","Civray-sur-Esves-37",207
"13857","Clere-les-Pins-37",1425
"13858","Continvoir-37",441
"13859","Cormery-37",1810
"13860","Coteaux-sur-Loire-37",1952
"13861","Couesmes-37",525
"13862","Courcelles-de-Touraine-37",504
"13863","Courcoue-37",258
"13864","Courçay-37",827
"13865","Couziers-37",112
"13866","Cravant-les-Coteaux-37",680
"13867","Crissay-sur-Manse-37",106
"13868","LaCroix-en-Touraine-37",2407
"13869","Crotelles-37",692
"13870","Crouzilles-37",528
"13871","Cussay-37",581
"13872","Dame-Marie-les-Bois-37",357
"13873","Descartes-37",3489
"13874","Dierre-37",625
"13875","Dolus-le-Sec-37",694
"13876","Drache-37",764
"13877","Druye-37",952
"13878","Epeigne-les-Bois-37",414
"13879","Epeigne-sur-Deme-37",160
"13880","Esves-le-Moutier-37",146
"13881","Esvres-37",6167
"13882","Faye-la-Vineuse-37",260
"13883","LaFerriere-37",319
"13884","Ferriere-Larçon-37",249
"13885","Ferriere-sur-Beaulieu-37",739
"13886","Fondettes-37",10879
"13887","Francueil-37",1414
"13888","Genille-37",1546
"13889","Gizeux-37",388
"13890","LeGrand-Pressigny-37",915
"13891","LaGuerche-37",178
"13892","LesHermites-37",577
"13893","Hommes-37",891
"13894","Huismes-37",1475
"13895","L'Ile-Bouchard-37",1579
"13896","Jaulnay-37",259
"13897","Joue-les-Tours-37",38661
"13898","Langeais-37",4626
"13899","Larçay-37",2526
"13900","Lemere-37",525
"13901","Lerne-37",319
"13902","LeLiege-37",360
"13903","Lignieres-de-Touraine-37",1310
"13904","Ligre-37",1082
"13905","Ligueil-37",2192
"13906","Limeray-37",1315
"13907","Loche-sur-Indrois-37",488
"13908","Loches-37",6778
"13909","Louans-37",677
"13910","LeLouroux-37",531
"13911","Luble-37",146
"13912","Lussault-sur-Loire-37",831
"13913","Luynes-37",5243
"13914","Luze-37",250
"13915","Luzille-37",992
"13916","Maille-37",577
"13917","Manthelan-37",1376
"13918","Marce-sur-Esves-37",242
"13919","Marcilly-sur-Maulne-37",228
"13920","Marcilly-sur-Vienne-37",570
"13921","Marigny-Marmande-37",605
"13922","Marray-37",485
"13923","Marçay-37",526
"13924","Mazieres-de-Touraine-37",1375
"13925","LaMembrolle-sur-Choisille-37",3374
"13926","Mettray-37",2139
"13927","Monnaie-37",4524
"13928","Montbazon-37",4517
"13929","Monthodon-37",642
"13930","Montlouis-sur-Loire-37",10974
"13931","Montresor-37",336
"13932","Montreuil-en-Touraine-37",797
"13933","Monts-37",7978
"13934","Morand-37",348
"13935","Mosnes-37",824
"13936","Mouzay-37",488
"13937","Nazelles-Negron-37",3546
"13938","Neuil-37",447
"13939","Neuille-le-Lierre-37",808
"13940","Neuille-Pont-Pierre-37",2058
"13941","Neuilly-le-Brignon-37",304
"13942","Neuville-sur-Brenne-37",940
"13943","Neuvy-le-Roi-37",1141
"13944","Noizay-37",1156
"13945","Notre-Dame-d'Oe-37",4246
"13946","Nouans-les-Fontaines-37",749
"13947","Nouatre-37",834
"13948","Nouzilly-37",1278
"13949","Noyant-de-Touraine-37",1254
"13950","Orbigny-37",731
"13951","Panzoult-37",609
"13952","Parçay-Meslay-37",2453
"13953","Parçay-sur-Vienne-37",649
"13954","Paulmy-37",243
"13955","Pernay-37",1378
"13956","Perrusson-37",1501
"13957","LePetit-Pressigny-37",345
"13958","Poce-sur-Cisse-37",1729
"13959","Pont-de-Ruan-37",1215
"13960","Ports-37",370
"13961","Pouzay-37",898
"13962","Preuilly-sur-Claise-37",1025
"13963","Pussigny-37",171
"13964","Razines-37",240
"13965","Reignac-sur-Indre-37",1283
"13966","Restigne-37",1214
"13967","Reugny-37",1741
"13968","LaRiche-37",10412
"13969","Richelieu-37",1696
"13970","Rigny-Usse-37",519
"13971","Rille-37",311
"13972","Rilly-sur-Vienne-37",489
"13973","Rivarennes-37",1010
"13974","Riviere-37",729
"13975","LaRoche-Clermault-37",533
"13976","Rochecorbon-37",3219
"13977","Rouziers-de-Touraine-37",1342
"13978","Sache-37",1412
"13979","Saint-Antoine-du-Rocher-37",1753
"13980","Saint-Aubin-le-Depeint-37",329
"13981","Saint-Avertin-37",15263
"13982","Saint-Benoît-la-Foret-37",867
"13983","Saint-Branchs-37",2646
"13984","Saint-Christophe-sur-le-Nais-37",1143
"13985","Saint-Cyr-sur-Loire-37",16397
"13986","Saint-Epain-37",1605
"13987","Saint-Etienne-de-Chigny-37",1651
"13988","Saint-Flovier-37",581
"13989","Saint-Genouph-37",1064
"13990","Saint-Germain-sur-Vienne-37",373
"13991","Saint-Hippolyte-37",643
"13992","Saint-Jean-Saint-Germain-37",788
"13993","Saint-Laurent-de-Lin-37",323
"13994","Saint-Laurent-en-Gatines-37",959
"13995","Saint-Martin-le-Beau-37",3226
"13996","Saint-Nicolas-de-Bourgueil-37",1112
"13997","Saint-Nicolas-des-Motets-37",262
"13998","Saint-Ouen-les-Vignes-37",1022
"13999","Saint-Paterne-Racan-37",1682
"14000","Saint-Pierre-des-Corps-37",16016
"14001","Saint-Quentin-sur-Indrois-37",519
"14002","Saint-Regle-37",619
"14003","Saint-Roch-37",1270
"14004","Saint-Senoch-37",563
"14005","Sainte-Catherine-de-Fierbois-37",779
"14006","Sainte-Maure-de-Touraine-37",4193
"14007","Saunay-37",719
"14008","Savigne-sur-Lathan-37",1369
"14009","Savigny-en-Veron-37",1599
"14010","Savonnieres-37",3227
"14011","Sazilly-37",247
"14012","Semblançay-37",2217
"14013","Sennevieres-37",212
"14014","Sepmes-37",633
"14015","Seuilly-37",385
"14016","Sonzay-37",1399
"14017","Sorigny-37",2758
"14018","Souvigne-37",883
"14019","Souvigny-de-Touraine-37",398
"14020","Sublaines-37",191
"14021","Tauxigny-Saint-Bauld-37",1735
"14022","Tavant-37",264
"14023","Theneuil-37",298
"14024","Thilouze-37",1776
"14025","Thizay-37",284
"14026","LaTour-Saint-Gelin-37",528
"14027","Tournon-Saint-Pierre-37",470
"14028","Tours-37",139230
"14029","Trogues-37",307
"14030","Truyes-37",2479
"14031","Valleres-37",1298
"14032","Varennes-37",248
"14033","Veigne-37",6489
"14034","Veretz-37",4630
"14035","Verneuil-le-Chateau-37",127
"14036","Verneuil-sur-Indre-37",499
"14037","Vernou-sur-Brenne-37",2751
"14038","Villaines-les-Rochers-37",1067
"14039","Villandry-37",1161
"14040","LaVille-aux-Dames-37",5613
"14041","Villebourg-37",301
"14042","Villedomain-37",119
"14043","Villedomer-37",1365
"14044","Villeloin-Coulange-37",597
"14045","Villeperdue-37",1056
"14046","Villiers-au-Bouin-37",762
"14047","Vou-37",217
"14048","Vouvray-37",3316
"14049","Yzeures-sur-Creuse-37",1397
"14050","LesAbretsenDauphine-38",6441
"14051","LesAdrets-38",1054
"14052","Agnin-38",1148
"14053","L'Albenc-38",1304
"14054","Allemond-38",972
"14055","Allevard-38",4168
"14056","Ambel-38",28
"14057","Anjou-38",1032
"14058","Annoisin-Chatelans-38",704
"14059","Anthon-38",1086
"14060","Aoste-38",2934
"14061","Apprieu-38",3437
"14062","Arandon-Passins-38",1870
"14063","Artas-38",1842
"14064","Assieu-38",1564
"14065","Auberives-en-Royans-38",379
"14066","Auberives-sur-Vareze-38",1511
"14067","Auris-38",189
"14068","Autrans-MeaudreenVercors-38",3133
"14069","LesAvenieresVeyrins-Thuellin-38",7930
"14070","Avignonet-38",202
"14071","LaBalme-les-Grottes-38",1080
"14072","Barraux-38",1974
"14073","LaBatie-Montgascon-38",1973
"14074","Beaucroissant-38",1743
"14075","Beaufin-38",20
"14076","Beaufort-38",572
"14077","Beaulieu-38",654
"14078","Beaurepaire-38",5036
"14079","Beauvoir-de-Marc-38",1126
"14080","Beauvoir-en-Royans-38",95
"14081","Bellegarde-Poussieu-38",1004
"14082","Belmont-38",612
"14083","Bernin-38",3148
"14084","Besse-38",134
"14085","Bessins-38",116
"14086","Bevenais-38",1035
"14087","Bilieu-38",1603
"14088","Biol-38",1477
"14089","Biviers-38",2455
"14090","Bizonnes-38",991
"14091","Blandin-38",151
"14092","Bonnefamille-38",1102
"14093","Bossieu-38",306
"14094","LeBouchage-38",635
"14095","Bouge-Chambalud-38",1384
"14096","LeBourg-d'Oisans-38",3369
"14097","Bourgoin-Jallieu-38",29096
"14098","Bouvesse-Quirieu-38",1544
"14099","Brangues-38",637
"14100","Bressieux-38",95
"14101","Bresson-38",689
"14102","Brezins-38",2197
"14103","Brie-et-Angonnes-38",2596
"14104","Brion-38",147
"14105","LaBuisse-38",3257
"14106","LaBuissiere-38",712
"14107","Burcin-38",445
"14108","Cessieu-38",3122
"14109","Chabons-38",2114
"14110","Chalon-38",181
"14111","Chamagnieu-38",1735
"14112","LeChamp-pres-Froges-38",1200
"14113","Champ-sur-Drac-38",3121
"14114","Champagnier-38",1244
"14115","Champier-38",1442
"14116","Chamrousse-38",408
"14117","Chanas-38",2752
"14118","Chanteperier-38",202
"14119","Chantesse-38",354
"14120","Chapareillan-38",3105
"14121","LaChapelle-de-la-Tour-38",1912
"14122","LaChapelle-de-Surieu-38",767
"14123","LaChapelle-du-Bard-38",583
"14124","Charancieu-38",789
"14125","Charantonnay-38",1984
"14126","Charavines-38",1960
"14127","Charette-38",469
"14128","Charnecles-38",1431
"14129","Charvieu-Chavagneux-38",10113
"14130","Chasse-sur-Rhone-38",6184
"14131","Chasselay-38",413
"14132","Chassignieu-38",233
"14133","Chateau-Bernard-38",273
"14134","Chateauvilain-38",761
"14135","Chatel-en-Trieves-38",472
"14136","Chatelus-38",93
"14137","Chatenay-38",450
"14138","Chatonnay-38",2089
"14139","Chatte-38",2675
"14140","Chavanoz-38",4840
"14141","Chelieu-38",711
"14142","Chevrieres-38",739
"14143","LeCheylas-38",2598
"14144","Cheyssieu-38",1040
"14145","Chezeneuve-38",631
"14146","Chichilianne-38",309
"14147","Chimilin-38",1464
"14148","Chirens-38",2397
"14149","Cholonge-38",346
"14150","Chonas-l'Amballan-38",1723
"14151","Choranche-38",121
"14152","Chozeau-38",1078
"14153","Chuzelles-38",2264
"14154","Claix-38",8138
"14155","Clavans-en-Haut-Oisans-38",101
"14156","Clelles-38",547
"14157","Clonas-sur-Vareze-38",1486
"14158","Cognet-38",41
"14159","Cognin-les-Gorges-38",647
"14160","Colombe-38",1639
"14161","LaCombe-de-Lancey-38",722
"14162","Corbelin-38",2256
"14163","Corenc-38",4182
"14164","Cornillon-en-Trieves-38",171
"14165","Corps-38",475
"14166","Corrençon-en-Vercors-38",374
"14167","LaCote-Saint-Andre-38",5101
"14168","LesCotes-d'Arey-38",2097
"14169","LesCotes-de-Corps-38",71
"14170","Coublevie-38",5423
"14171","Cour-et-Buis-38",925
"14172","Courtenay-38",1296
"14173","Crachier-38",541
"14174","Cras-38",446
"14175","Cremieu-38",3374
"14176","CretsenBelledonne-38",3352
"14177","Creys-Mepieu-38",1518
"14178","Crolles-38",8513
"14179","Culin-38",767
"14180","LesDeuxAlpes-38",1952
"14181","Diemoz-38",2784
"14182","Dizimieu-38",858
"14183","Doissin-38",900
"14184","Dolomieu-38",3247
"14185","Domarin-38",1710
"14186","Domene-38",6771
"14187","Echirolles-38",37164
"14188","Eclose-Badinieres-38",1467
"14189","Engins-38",478
"14190","Entraigues-38",228
"14191","Entre-deux-Guiers-38",1846
"14192","LesEparres-38",1011
"14193","Estrablin-38",3522
"14194","Eybens-38",10066
"14195","Eydoche-38",549
"14196","Eyzin-Pinet-38",2387
"14197","Faramans-38",1047
"14198","Faverges-de-la-Tour-38",1501
"14199","LaFlachere-38",489
"14200","Flacheres-38",537
"14201","Fontaine-38",23139
"14202","Fontanil-Cornillon-38",2973
"14203","LaForteresse-38",332
"14204","Four-38",1614
"14205","LeFreney-d'Oisans-38",256
"14206","LaFrette-38",1114
"14207","Froges-38",3420
"14208","Frontonas-38",2146
"14209","LaGarde-38",101
"14210","Gieres-38",7040
"14211","Gillonnay-38",1050
"14212","Goncelin-38",2506
"14213","LeGrand-Lemps-38",3142
"14214","Granieu-38",509
"14215","Grenay-38",1616
"14216","Grenoble-38",159855
"14217","Gresse-en-Vercors-38",399
"14218","LeGua-38",1818
"14219","Haut-Breda-38",403
"14220","Herbeys-38",1384
"14221","Heyrieux-38",4831
"14222","Hieres-sur-Amby-38",1194
"14223","Huez-38",1337
"14224","Hurtieres-38",187
"14225","L'Isle-d'Abeau-38",16477
"14226","Izeaux-38",2174
"14227","Izeron-38",748
"14228","Janneyrias-38",1838
"14229","Jarcieu-38",1070
"14230","Jardin-38",2237
"14231","Jarrie-38",3832
"14232","Laffrey-38",465
"14233","Lalley-38",198
"14234","Lans-en-Vercors-38",2785
"14235","Laval-38",1018
"14236","Lavaldens-38",154
"14237","Lavars-38",152
"14238","Lentiol-38",236
"14239","Leyrieu-38",871
"14240","Lieudieu-38",352
"14241","Livet-et-Gavet-38",1308
"14242","Longechenal-38",589
"14243","Lumbin-38",2223
"14244","Luzinay-38",2377
"14245","Malleval-en-Vercors-38",56
"14246","Marcieu-38",74
"14247","Marcilloles-38",1160
"14248","Marcollin-38",674
"14249","Marnans-38",147
"14250","Massieu-38",769
"14251","Maubec-38",1827
"14252","Mayres-Savel-38",97
"14253","Mens-38",1472
"14254","Merlas-38",501
"14255","Meylan-38",17838
"14256","Meyrie-38",1066
"14257","Meyrieu-les-Etangs-38",1056
"14258","Meyssiez-38",650
"14259","Miribel-Lanchatre-38",453
"14260","Miribel-les-Echelles-38",1759
"14261","Mizoen-38",195
"14262","Moidieu-Detourbe-38",1956
"14263","Moirans-38",7834
"14264","Moissieu-sur-Dolon-38",738
"14265","Monestier-d'Ambel-38",18
"14266","Monestier-de-Clermont-38",1459
"14267","LeMonestier-du-Percy-38",258
"14268","Monsteroux-Milieu-38",815
"14269","Mont-Saint-Martin-38",81
"14270","Montagne-38",271
"14271","Montagnieu-38",1110
"14272","Montalieu-Vercieu-38",3472
"14273","Montaud-38",554
"14274","Montbonnot-Saint-Martin-38",5866
"14275","Montcarra-38",568
"14276","Montchaboud-38",346
"14277","Monteynard-38",505
"14278","Montfalcon-38",134
"14279","Montferrat-38",1833
"14280","Montrevel-38",458
"14281","Montseveroux-38",980
"14282","Moras-38",533
"14283","Morestel-38",4570
"14284","Morette-38",415
"14285","LaMorte-38",134
"14286","LaMotte-d'Aveillans-38",1722
"14287","LaMotte-Saint-Martin-38",458
"14288","Mottier-38",755
"14289","LeMoutaret-38",264
"14290","LaMure-38",5138
"14291","LaMurette-38",1925
"14292","Murianette-38",883
"14293","Murinais-38",408
"14294","Nantes-en-Ratier-38",485
"14295","Nivolas-Vermelle-38",2718
"14296","Notre-Dame-de-Commiers-38",526
"14297","Notre-Dame-de-l'Osier-38",506
"14298","Notre-Dame-de-Mesage-38",1143
"14299","Notre-Dame-de-Vaulx-38",536
"14300","Noyarey-38",2292
"14301","Optevoz-38",885
"14302","Oris-en-Rattier-38",115
"14303","Ornacieux-Balbins-38",873
"14304","Ornon-38",165
"14305","Oulles-38",6
"14306","Oyeu-38",1052
"14307","Oytier-Saint-Oblas-38",1684
"14308","Oz-38",228
"14309","Pact-38",867
"14310","Pajay-38",1164
"14311","Panossas-38",678
"14312","Parmilieu-38",721
"14313","LePassage-38",868
"14314","LePeage-de-Roussillon-38",6648
"14315","Pellafol-38",139
"14316","Penol-38",365
"14317","Percy-38",176
"14318","LaPierre-38",575
"14319","Pierre-Chatel-38",1533
"14320","Pisieu-38",534
"14321","Plan-38",265
"14322","Plateau-des-Petites-Roches-38",2482
"14323","Poisat-38",2174
"14324","Polienas-38",1216
"14325","Pommier-de-Beaurepaire-38",720
"14326","Ponsonnas-38",308
"14327","LePont-de-Beauvoisin-38",3724
"14328","Pont-de-Cheruy-38",5919
"14329","LePont-de-Claix-38",10680
"14330","Pont-en-Royans-38",810
"14331","Pont-Eveque-38",5256
"14332","Pontcharra-38",7547
"14333","Porcieu-Amblagnieu-38",1816
"14334","Porte-des-Bonnevaux-38",2060
"14335","Prebois-38",172
"14336","Presles-38",92
"14337","Pressins-38",1177
"14338","Primarette-38",735
"14339","Proveysieux-38",518
"14340","Prunieres-38",373
"14341","Quaix-en-Chartreuse-38",919
"14342","Quet-en-Beaumont-38",68
"14343","Quincieu-38",102
"14344","Reaumont-38",1041
"14345","Renage-38",3538
"14346","Rencurel-38",329
"14347","Revel-38",1356
"14348","Revel-Tourdan-38",1078
"14349","Reventin-Vaugris-38",1976
"14350","Rives-38",6688
"14351","LaRiviere-38",750
"14352","Roche-38",2161
"14353","LesRoches-de-Condrieu-38",1951
"14354","Rochetoirin-38",1144
"14355","Roissard-38",318
"14356","Romagnieu-38",1597
"14357","Roussillon-38",8572
"14358","Rovon-38",619
"14359","Royas-38",405
"14360","Roybon-38",1177
"14361","Ruy-Montceau-38",4712
"14362","Sablons-38",2319
"14363","Saint-Agnin-sur-Bion-38",1098
"14364","Saint-Alban-de-Roche-38",2115
"14365","Saint-Alban-du-Rhone-38",854
"14366","Saint-Albin-de-Vaulserre-38",408
"14367","Saint-Andeol-38",128
"14368","Saint-Andre-en-Royans-38",330
"14369","Saint-Andre-le-Gaz-38",2924
"14370","SaintAntoinel'Abbaye-38",1192
"14371","Saint-Appolinard-38",417
"14372","Saint-Arey-38",84
"14373","Saint-Aupre-38",1200
"14374","Saint-Barthelemy-38",968
"14375","Saint-Barthelemy-de-Sechilienne-38",436
"14376","Saint-Baudille-de-la-Tour-38",836
"14377","Saint-Baudille-et-Pipet-38",267
"14378","Saint-Blaise-du-Buis-38",1096
"14379","Saint-Bonnet-de-Chavagne-38",662
"14380","Saint-Bueil-38",733
"14381","Saint-Cassien-38",1198
"14382","Saint-Chef-38",3743
"14383","Saint-Christophe-en-Oisans-38",107
"14384","Saint-Christophe-sur-Guiers-38",840
"14385","Saint-Clair-de-la-Tour-38",3513
"14386","Saint-Clair-du-Rhone-38",3848
"14387","Saint-Clair-sur-Galaure-38",284
"14388","Saint-Didier-de-Bizonnes-38",310
"14389","Saint-Didier-de-la-Tour-38",2125
"14390","Saint-Egreve-38",16018
"14391","Saint-Etienne-de-Crossey-38",2687
"14392","Saint-Etienne-de-Saint-Geoirs-38",3270
"14393","Saint-Geoire-en-Valdaine-38",2431
"14394","Saint-Geoirs-38",524
"14395","Saint-Georges-d'Esperanche-38",3463
"14396","Saint-Georges-de-Commiers-38",2437
"14397","Saint-Gervais-38",549
"14398","Saint-Guillaume-38",257
"14399","Saint-Hilaire-de-Brens-38",648
"14400","Saint-Hilaire-de-la-Cote-38",1573
"14401","Saint-Hilaire-du-Rosier-38",1900
"14402","Saint-Honore-38",845
"14403","Saint-Ismier-38",7337
"14404","Saint-Jean-d'Avelanne-38",987
"14405","Saint-Jean-d'Herans-38",291
"14406","Saint-Jean-de-Bournay-38",4680
"14407","Saint-Jean-de-Moirans-38",3622
"14408","Saint-Jean-de-Soudain-38",1652
"14409","Saint-Jean-de-Vaulx-38",549
"14410","Saint-Jean-le-Vieux-38",299
"14411","Saint-Joseph-de-Riviere-38",1250
"14412","Saint-Julien-de-l'Herms-38",153
"14413","Saint-Just-Chaleyssin-38",2671
"14414","Saint-Just-de-Claix-38",1294
"14415","Saint-Lattier-38",1389
"14416","Saint-Laurent-du-Pont-38",4622
"14417","Saint-Laurent-en-Beaumont-38",450
"14418","Saint-Marcel-Bel-Accueil-38",1451
"14419","Saint-Marcellin-38",7970
"14420","Saint-Martin-d'Heres-38",38666
"14421","Saint-Martin-d'Uriage-38",5656
"14422","Saint-Martin-de-Clelles-38",191
"14423","Saint-Martin-de-la-Cluze-38",742
"14424","Saint-Martin-de-Vaulserre-38",259
"14425","Saint-Martin-le-Vinoux-38",5860
"14426","Saint-Maurice-en-Trieves-38",164
"14427","Saint-Maurice-l'Exil-38",6284
"14428","Saint-Maximin-38",675
"14429","Saint-Michel-de-Saint-Geoirs-38",305
"14430","Saint-Michel-en-Beaumont-38",31
"14431","Saint-Michel-les-Portes-38",282
"14432","Saint-Mury-Monteymond-38",326
"14433","Saint-Nazaire-les-Eymes-38",3038
"14434","Saint-Nicolas-de-Macherin-38",982
"14435","Saint-Nizier-du-Moucherotte-38",1123
"14436","Saint-Ondras-38",651
"14437","Saint-Paul-d'Izeaux-38",299
"14438","Saint-Paul-de-Varces-38",2262
"14439","Saint-Paul-les-Monestier-38",266
"14440","Saint-Pierre-d'Entremont-38",584
"14441","Saint-Pierre-de-Bressieux-38",774
"14442","Saint-Pierre-de-Chartreuse-38",1016
"14443","Saint-Pierre-de-Cherennes-38",474
"14444","Saint-Pierre-de-Mearoz-38",127
"14445","Saint-Pierre-de-Mesage-38",773
"14446","Saint-Prim-38",1421
"14447","Saint-Quentin-Fallavier-38",6147
"14448","Saint-Quentin-sur-Isere-38",1491
"14449","Saint-Romain-de-Jalionas-38",3365
"14450","Saint-Romain-de-Surieu-38",362
"14451","Saint-Romans-38",1815
"14452","Saint-Sauveur-38",2152
"14453","Saint-Savin-38",4175
"14454","Saint-Simeon-de-Bressieux-38",2952
"14455","Saint-Sorlin-de-Morestel-38",637
"14456","Saint-Sorlin-de-Vienne-38",884
"14457","Saint-Sulpice-des-Rivoires-38",442
"14458","Saint-Theoffrey-38",548
"14459","Saint-Verand-38",1754
"14460","Saint-Victor-de-Cessieu-38",2284
"14461","Saint-Victor-de-Morestel-38",1108
"14462","Saint-Vincent-de-Mercuze-38",1560
"14463","Sainte-Agnes-38",576
"14464","Sainte-Anne-sur-Gervonde-38",726
"14465","Sainte-Blandine-38",996
"14466","Sainte-Luce-38",44
