"","COM","PTOT"
"10576","Saint-Jean-de-Rebervilliers-28",253
"10577","Saint-Jean-Pierre-Fixte-28",266
"10578","Saint-Laurent-la-Gatine-28",452
"10579","Saint-Leger-des-Aubees-28",273
"10580","Saint-Lubin-de-Cravant-28",60
"10581","Saint-Lubin-de-la-Haye-28",975
"10582","Saint-Lubin-des-Joncherets-28",4066
"10583","Saint-Lucien-28",264
"10584","Saint-Luperce-28",945
"10585","Saint-Maixme-Hauterive-28",419
"10586","Saint-Martin-de-Nigelles-28",1609
"10587","Saint-Maur-sur-le-Loir-28",409
"10588","Saint-Maurice-Saint-Germain-28",484
"10589","Saint-Ouen-Marchefroy-28",305
"10590","Saint-Piat-28",1085
"10591","Saint-Prest-28",2119
"10592","Saint-Remy-sur-Avre-28",4078
"10593","Saint-Sauveur-Marville-28",941
"10594","Saint-Victor-de-Buthon-28",518
"10595","Sainte-Gemme-Moronval-28",1113
"10596","Saintigny-28",1016
"10597","Sainville-28",1039
"10598","Sancheville-28",792
"10599","Sandarville-28",418
"10600","Santeuil-28",323
"10601","Santilly-28",339
"10602","LaSaucelle-28",200
"10603","Saulnieres-28",726
"10604","Saumeray-28",510
"10605","Saussay-28",1120
"10606","Senantes-28",584
"10607","Senonches-28",3108
"10608","Serazereux-28",545
"10609","Serville-28",375
"10610","Sorel-Moussel-28",1827
"10611","Souance-au-Perche-28",538
"10612","Soulaires-28",471
"10613","Sours-28",2155
"10614","Terminiers-28",906
"10615","Theuville-28",713
"10616","LeThieulin-28",486
"10617","Thimert-Gatelles-28",1266
"10618","Thiron-Gardais-28",996
"10619","Thivars-28",1084
"10620","Thiville-28",350
"10621","Tillay-le-Peneux-28",325
"10622","Toury-28",2619
"10623","Trancrainville-28",165
"10624","Tremblay-les-Villages-28",2323
"10625","Treon-28",1440
"10626","Trizay-Coutretot-Saint-Serge-28",453
"10627","Trizay-les-Bonneval-28",317
"10628","Umpeau-28",415
"10629","Unverre-28",1203
"10630","Varize-28",203
"10631","Vaupillon-28",463
"10632","Ver-les-Chartres-28",797
"10633","Vernouillet-28",12673
"10634","Vert-en-Drouais-28",1096
"10635","Vicheres-28",305
"10636","Vierville-28",129
"10637","Vieuvicq-28",481
"10638","LesVillagesVoveens-28",3968
"10639","Villampuy-28",309
"10640","Villars-28",175
"10641","Villebon-28",76
"10642","Villemaury-28",1416
"10643","Villemeux-sur-Eure-28",1696
"10644","Villiers-le-Morhier-28",1367
"10645","Villiers-Saint-Orien-28",168
"10646","Vitray-en-Beauce-28",358
"10647","Voise-28",282
"10648","Yermenonville-28",612
"10649","Yevres-28",1669
"10650","Ymeray-28",605
"10651","Ymonville-28",510
"10652","Argol-29",1010
"10653","Arzano-29",1410
"10654","Audierne-29",3758
"10655","Bannalec-29",5821
"10656","Baye-29",1228
"10657","Benodet-29",3646
"10658","Berrien-29",938
"10659","Beuzec-Cap-Sizun-29",1020
"10660","Bodilis-29",1662
"10661","Bohars-29",3601
"10662","Bolazec-29",198
"10663","Botmeur-29",222
"10664","Botsorhel-29",436
"10665","Bourg-Blanc-29",3623
"10666","Brasparts-29",1037
"10667","Breles-29",895
"10668","Brennilis-29",442
"10669","Brest-29",142278
"10670","Briec-29",5746
"10671","Camaret-sur-Mer-29",2559
"10672","Carantec-29",3276
"10673","Carhaix-Plouguer-29",7776
"10674","Cast-29",1590
"10675","Chateaulin-29",5629
"10676","Chateauneuf-du-Faou-29",3765
"10677","Cleden-Cap-Sizun-29",953
"10678","Cleden-Poher-29",1169
"10679","Cleder-29",3848
"10680","Clohars-Carnoet-29",4543
"10681","Clohars-Fouesnant-29",2118
"10682","LeCloître-Pleyben-29",537
"10683","LeCloître-Saint-Thegonnec-29",665
"10684","Coat-Meal-29",1125
"10685","Collorec-29",616
"10686","Combrit-29",4261
"10687","Commana-29",1043
"10688","Concarneau-29",20354
"10689","Confort-Meilars-29",904
"10690","LeConquet-29",2806
"10691","Coray-29",1924
"10692","Crozon-29",7635
"10693","Daoulas-29",1847
"10694","Dineault-29",2108
"10695","Dirinon-29",2295
"10696","Douarnenez-29",14383
"10697","LeDrennec-29",1890
"10698","Edern-29",2287
"10699","Elliant-29",3448
"10700","Ergue-Gaberic-29",8513
"10701","LeFaou-29",1776
"10702","LaFeuillee-29",658
"10703","LeFolgoet-29",3289
"10704","LaForest-Landerneau-29",1944
"10705","LaForet-Fouesnant-29",3521
"10706","Fouesnant-29",10143
"10707","Garlan-29",1083
"10708","Gouesnach-29",2857
"10709","Gouesnou-29",6299
"10710","Gouezec-29",1132
"10711","Goulien-29",439
"10712","Goulven-29",449
"10713","Gourlizon-29",916
"10714","Guengat-29",1835
"10715","Guerlesquin-29",1355
"10716","Guiclan-29",2545
"10717","Guiler-sur-Goyen-29",536
"10718","Guilers-29",8145
"10719","Guilligomarc'h-29",782
"10720","Guilvinec-29",2718
"10721","Guimaec-29",976
"10722","Guimiliau-29",1024
"10723","Guipavas-29",15194
"10724","Guisseny-29",2046
"10725","Hanvec-29",2075
"10726","Henvic-29",1354
"10727","Hopital-Camfrout-29",2309
"10728","Huelgoat-29",1436
"10729","Ile-de-Batz-29",468
"10730","Ile-de-Sein-29",257
"10731","Ile-Molene-29",157
"10732","Ile-Tudy-29",753
"10733","Irvillac-29",1464
"10734","LeJuch-29",739
"10735","Kergloff-29",894
"10736","Kerlaz-29",808
"10737","Kerlouan-29",2145
"10738","Kernilis-29",1468
"10739","Kernoues-29",692
"10740","Kersaint-Plabennec-29",1500
"10741","Lampaul-Guimiliau-29",2096
"10742","Lampaul-Plouarzel-29",2181
"10743","Lampaul-Ploudalmezeau-29",852
"10744","Lanarvily-29",430
"10745","Landeda-29",3683
"10746","Landeleau-29",960
"10747","Landerneau-29",16527
"10748","Landevennec-29",347
"10749","Landivisiau-29",9462
"10750","Landrevarzec-29",1887
"10751","Landudal-29",894
"10752","Landudec-29",1493
"10753","Landunvez-29",1517
"10754","Langolen-29",883
"10755","Lanhouarneau-29",1333
"10756","Lanildut-29",978
"10757","Lanmeur-29",2345
"10758","Lanneanou-29",371
"10759","Lannedern-29",296
"10760","Lanneuffret-29",154
"10761","Lannilis-29",5768
"10762","Lanrivoare-29",1505
"10763","Lanveoc-29",2098
"10764","Laz-29",684
"10765","Lennon-29",811
"10766","Lesneven-29",7535
"10767","Leuhan-29",848
"10768","Loc-Brevalaire-29",212
"10769","Loc-Eguiner-29",410
"10770","Locmaria-Plouzane-29",5219
"10771","Locmelar-29",486
"10772","Locquenole-29",821
"10773","Locquirec-29",1553
"10774","Locronan-29",811
"10775","Loctudy-29",4158
"10776","Locunole-29",1179
"10777","Logonna-Daoulas-29",2178
"10778","Loperec-29",1008
"10779","Loperhet-29",3920
"10780","Loqueffret-29",358
"10781","Lothey-29",459
"10782","Mahalon-29",984
"10783","LaMartyre-29",753
"10784","Melgven-29",3445
"10785","Mellac-29",3261
"10786","Mespaul-29",986
"10787","Milizac-Guipronvel-29",4586
"10788","Moelan-sur-Mer-29",6898
"10789","Morlaix-29",15204
"10790","Motreff-29",716
"10791","Nevez-29",2725
"10792","Ouessant-29",853
"10793","Pencran-29",2052
"10794","Penmarch-29",5245
"10795","Peumerit-29",840
"10796","Plabennec-29",8628
"10797","Pleuven-29",3166
"10798","Pleyben-29",3921
"10799","Pleyber-Christ-29",3237
"10800","Plobannalec-Lesconil-29",3606
"10801","Ploeven-29",533
"10802","Plogastel-Saint-Germain-29",2022
"10803","Plogoff-29",1249
"10804","Plogonnec-29",3229
"10805","Plomelin-29",4351
"10806","Plomeur-29",3874
"10807","Plomodiern-29",2257
"10808","Ploneis-29",2519
"10809","Ploneour-Lanvern-29",6332
"10810","Plonevez-du-Faou-29",2157
"10811","Plonevez-Porzay-29",1805
"10812","Plouarzel-29",3873
"10813","Ploudalmezeau-29",6420
"10814","Ploudaniel-29",3836
"10815","Ploudiry-29",956
"10816","Plouedern-29",2948
"10817","Plouegat-Guerand-29",1086
"10818","Plouegat-Moysan-29",722
"10819","Plouenan-29",2577
"10820","Plouescat-29",3564
"10821","Plouezoc'h-29",1660
"10822","Plougar-29",816
"10823","Plougasnou-29",2880
"10824","Plougastel-Daoulas-29",13697
"10825","Plougonvelin-29",4283
"10826","Plougonven-29",3572
"10827","Plougoulm-29",1806
"10828","Plougourvest-29",1441
"10829","Plouguerneau-29",6752
"10830","Plouguin-29",2202
"10831","Plouhinec-29",4080
"10832","Plouider-29",1899
"10833","Plouigneau-29",5264
"10834","Ploumoguer-29",2096
"10835","Plouneour-Brignogan-plages-29",1962
"10836","Plouneour-Menez-29",1298
"10837","Plouneventer-29",2119
"10838","Plounevez-Lochrist-29",2376
"10839","Plounevezel-29",1227
"10840","Plourin-29",1270
"10841","Plourin-les-Morlaix-29",4778
"10842","Plouvien-29",3888
"10843","Plouvorn-29",2938
"10844","Plouye-29",680
"10845","Plouzane-29",13219
"10846","Plouzevede-29",1801
"10847","Plovan-29",706
"10848","Plozevet-29",3029
"10849","Pluguffan-29",4259
"10850","Pont-Aven-29",2869
"10851","Pont-Croix-29",1601
"10852","Pont-de-Buis-les-Quimerch-29",3858
"10853","Pont-l'Abbe-29",8706
"10854","Porspoder-29",1849
"10855","Port-Launay-29",402
"10856","Pouldergat-29",1234
"10857","Pouldreuzic-29",2210
"10858","Poullan-sur-Mer-29",1612
"10859","Poullaouen-29",1522
"10860","Primelin-29",696
"10861","Quemeneven-29",1150
"10862","Querrien-29",1746
"10863","Quimper-29",65638
"10864","Quimperle-29",12645
"10865","Redene-29",2969
"10866","LeRelecq-Kerhuon-29",11857
"10867","Riec-sur-Belon-29",4289
"10868","LaRoche-Maurice-29",1842
"10869","Roscanvel-29",866
"10870","Roscoff-29",3531
"10871","Rosnoen-29",984
"10872","Rosporden-29",7795
"10873","Saint-Coulitz-29",461
"10874","Saint-Derrien-29",826
"10875","Saint-Divy-29",1561
"10876","Saint-Eloy-29",216
"10877","Saint-Evarzec-29",3629
"10878","Saint-Fregant-29",842
"10879","Saint-Goazec-29",720
"10880","Saint-Hernin-29",774
"10881","Saint-Jean-du-Doigt-29",660
"10882","Saint-Jean-Trolimon-29",970
"10883","Saint-Martin-des-Champs-29",4772
"10884","Saint-Meen-29",942
"10885","Saint-Nic-29",787
"10886","Saint-Pabu-29",2134
"10887","Saint-Pol-de-Leon-29",6845
"10888","Saint-Renan-29",8316
"10889","Saint-Rivoal-29",204
"10890","Saint-Sauveur-29",796
"10891","Saint-Segal-29",1126
"10892","Saint-Servais-29",792
"10893","Saint-ThegonnecLoc-Eguiner-29",3112
"10894","Saint-Thois-29",736
"10895","Saint-Thonan-29",1911
"10896","Saint-Thurien-29",1052
"10897","Saint-Urbain-29",1676
"10898","Saint-Vougay-29",931
"10899","Saint-Yvi-29",3269
"10900","Sainte-Seve-29",1061
"10901","Santec-29",2479
"10902","Scaer-29",5457
"10903","Scrignac-29",753
"10904","Sibiril-29",1229
"10905","Sizun-29",2348
"10906","Spezet-29",1827
"10907","Taule-29",2991
"10908","Telgruc-sur-Mer-29",2144
"10909","Tourch-29",1039
"10910","Trebabu-29",369
"10911","Treffiagat-29",2504
"10912","Treflaouenan-29",522
"10913","Treflevenez-29",252
"10914","Treflez-29",983
"10915","Tregarantec-29",612
"10916","Tregarvan-29",122
"10917","Treglonou-29",692
"10918","Tregourez-29",978
"10919","Treguennec-29",322
"10920","Tregunc-29",7263
"10921","LeTrehou-29",651
"10922","Tremaouezan-29",577
"10923","Tremeoc-29",1380
"10924","Tremeven-29",2359
"10925","Treogat-29",591
"10926","Treouergat-29",340
"10927","LeTrevoux-29",1652
"10928","Trezilide-29",388
"10929","Aigaliers-30",525
"10930","Aigremont-30",799
"10931","Aigues-Mortes-30",8535
"10932","Aigues-Vives-30",3400
"10933","Aigueze-30",217
"10934","Aimargues-30",5734
"10935","Ales-30",41412
"10936","Allegre-les-Fumades-30",945
"10937","Alzon-30",175
"10938","Anduze-30",3423
"10939","LesAngles-30",8512
"10940","Aramon-30",4299
"10941","Argilliers-30",491
"10942","Arpaillargues-et-Aureillac-30",1045
"10943","Arphy-30",167
"10944","Arre-30",297
"10945","Arrigas-30",213
"10946","Asperes-30",520
"10947","Aubais-30",2902
"10948","Aubord-30",2410
"10949","Aubussargues-30",320
"10950","Aujac-30",186
"10951","Aujargues-30",834
"10952","Aulas-30",473
"10953","Aumessas-30",231
"10954","Aveze-30",1114
"10955","Bagard-30",2627
"10956","Bagnols-sur-Ceze-30",18428
"10957","Barjac-30",1638
"10958","Baron-30",365
"10959","LaBastide-d'Engras-30",201
"10960","Beaucaire-30",15857
"10961","Beauvoisin-30",4958
"10962","Bellegarde-30",7357
"10963","Belvezet-30",243
"10964","Bernis-30",3452
"10965","Besseges-30",2871
"10966","Bez-et-Esparon-30",341
"10967","Bezouce-30",2324
"10968","Blandas-30",132
"10969","Blauzac-30",1237
"10970","Boisset-et-Gaujac-30",2593
"10971","Boissieres-30",586
"10972","Bonnevaux-30",89
"10973","Bordezac-30",395
"10974","Boucoiran-et-Nozieres-30",986
"10975","Bouillargues-30",6440
"10976","Bouquet-30",182
"10977","Bourdic-30",394
"10978","Bragassargues-30",173
"10979","Branoux-les-Taillades-30",1368
"10980","Breau-Mars-30",648
"10981","Brignon-30",790
"10982","Brouzet-les-Ales-30",672
"10983","Brouzet-les-Quissac-30",300
"10984","LaBruguiere-30",336
"10985","Cabrieres-30",1672
"10986","LaCadiere-et-Cambo-30",220
"10987","LeCailar-30",2438
"10988","Caissargues-30",4169
"10989","LaCalmette-30",2308
"10990","Calvisson-30",5930
"10991","Campestre-et-Luc-30",113
"10992","Canaules-et-Argentieres-30",456
"10993","Cannes-et-Clairan-30",552
"10994","LaCapelle-et-Masmolene-30",432
"10995","Cardet-30",898
"10996","Carnas-30",504
"10997","Carsan-30",741
"10998","Cassagnoles-30",402
"10999","Castelnau-Valence-30",470
"11000","Castillon-du-Gard-30",1753
"11001","Causse-Begon-30",22
"11002","Caveirac-30",4356
"11003","Cavillargues-30",887
"11004","Cendras-30",1813
"11005","Chambon-30",269
"11006","Chamborigaud-30",868
"11007","Chusclan-30",996
"11008","Clarensac-30",4333
"11009","Codognan-30",2456
"11010","Codolet-30",650
"11011","Collias-30",1088
"11012","Collorgues-30",632
"11013","Colognac-30",229
"11014","Combas-30",646
"11015","Comps-30",1808
"11016","Concoules-30",263
"11017","Congenies-30",1701
"11018","Connaux-30",1732
"11019","Conqueyrac-30",99
"11020","Corbes-30",148
"11021","Corconne-30",575
"11022","Cornillon-30",963
"11023","Courry-30",285
"11024","Crespian-30",428
"11025","Cros-30",253
"11026","Cruviers-Lascours-30",710
"11027","Deaux-30",661
"11028","Dions-30",573
"11029","Domazan-30",946
"11030","Domessargues-30",766
"11031","Dourbies-30",145
"11032","Durfort-et-Saint-Martin-de-Sossenac-30",723
"11033","Estezargues-30",599
"11034","L'Estrechure-30",164
"11035","Euzet-30",456
"11036","Flaux-30",383
"11037","Foissac-30",440
"11038","Fons-30",1578
"11039","Fons-sur-Lussan-30",240
"11040","Fontanes-30",699
"11041","Fontareches-30",264
"11042","Fournes-30",1093
"11043","Fourques-30",2900
"11044","Fressac-30",164
"11045","Gagnieres-30",1100
"11046","Gailhan-30",252
"11047","Gajan-30",699
"11048","Gallargues-le-Montueux-30",3759
"11049","LeGarn-30",217
"11050","Garons-30",5000
"11051","Garrigues-Sainte-Eulalie-30",748
"11052","Gaujac-30",1113
"11053","Generac-30",4163
"11054","Generargues-30",714
"11055","Genolhac-30",853
"11056","Goudargues-30",1136
"11057","LaGrand-Combe-30",5118
"11058","LeGrau-du-Roi-30",8530
"11059","Issirac-30",311
"11060","Jonquieres-Saint-Vincent-30",3853
"11061","Junas-30",1143
"11062","Lamelouze-30",140
"11063","Langlade-30",2259
"11064","Lanuejols-30",378
"11065","Lasalle-30",1133
"11066","Laudun-l'Ardoise-30",6433
"11067","Laval-Pradel-30",1169
"11068","Laval-Saint-Roman-30",221
"11069","Lecques-30",475
"11070","Ledenon-30",1614
"11071","Ledignan-30",1496
"11072","Lezan-30",1544
"11073","Liouc-30",309
"11074","Lirac-30",934
"11075","Logrian-Florian-30",270
"11076","Lussan-30",495
"11077","LesMages-30",2093
"11078","Malons-et-Elze-30",124
"11079","Mandagout-30",409
"11080","Manduel-30",6967
"11081","Marguerittes-30",8797
"11082","Martignargues-30",436
"11083","LeMartinet-30",750
"11084","Maruejols-les-Gardon-30",256
"11085","Massanes-30",200
"11086","Massillargues-Attuech-30",679
"11087","Mauressargues-30",170
"11088","Mejannes-le-Clap-30",729
"11089","Mejannes-les-Ales-30",1241
"11090","Meynes-30",2629
"11091","Meyrannes-30",826
"11092","Mialet-30",638
"11093","Milhaud-30",5851
"11094","Molieres-Cavaillac-30",962
"11095","Molieres-sur-Ceze-30",1240
"11096","Monoblet-30",754
"11097","Mons-30",1728
"11098","Montagnac-30",208
"11099","Montaren-et-Saint-Mediers-30",1456
"11100","Montclus-30",201
"11101","Montdardier-30",202
"11102","Monteils-30",662
"11103","Montfaucon-30",1545
"11104","Montfrin-30",3229
"11105","Montignargues-30",597
"11106","Montmirat-30",447
"11107","Montpezat-30",1330
"11108","Moulezan-30",656
"11109","Moussac-30",1523
"11110","Mus-30",1448
"11111","Nages-et-Solorgues-30",1866
"11112","Navacelles-30",323
"11113","Ners-30",719
"11114","Nîmes-30",151875
"11115","Orsan-30",1194
"11116","Orthoux-Serignac-Quilhan-30",434
"11117","Parignargues-30",693
"11118","Peyremale-30",283
"11119","Peyrolles-30",36
"11120","LePin-30",450
"11121","LesPlans-30",270
"11122","LesPlantiers-30",265
"11123","Pommiers-30",57
"11124","Pompignan-30",968
"11125","Pont-Saint-Esprit-30",10588
"11126","Ponteils-et-Bresis-30",373
"11127","Portes-30",347
"11128","Potelieres-30",373
"11129","Pougnadoresse-30",251
"11130","Poulx-30",4150
"11131","Pouzilhac-30",739
"11132","Puechredon-30",44
"11133","Pujaut-30",4162
"11134","Quissac-30",3292
"11135","Redessan-30",4140
"11136","Remoulins-30",2302
"11137","Revens-30",21
"11138","Ribaute-les-Tavernes-30",2208
"11139","Rivieres-30",379
"11140","Robiac-Rochessadoule-30",848
"11141","Rochefort-du-Gard-30",7756
"11142","Rochegude-30",255
"11143","Rodilhan-30",3045
"11144","Rogues-30",109
"11145","LaRoque-sur-Ceze-30",189
"11146","Roquedur-30",262
"11147","Roquemaure-30",5585
"11148","Rousson-30",4289
"11149","LaRouviere-30",628
"11150","Sabran-30",1700
"11151","Saint-Alexandre-30",1250
"11152","Saint-Ambroix-30",3297
"11153","Saint-Andre-d'Olerargues-30",442
"11154","Saint-Andre-de-Majencoules-30",603
"11155","Saint-Andre-de-Roquepertuis-30",594
"11156","Saint-Andre-de-Valborgne-30",378
"11157","Saint-Bauzely-30",663
"11158","Saint-Benezet-30",286
"11159","Saint-Bonnet-de-Salendrinque-30",122
"11160","Saint-Bonnet-du-Gard-30",855
"11161","Saint-Bres-30",661
"11162","Saint-Bresson-30",58
"11163","Saint-Cesaire-de-Gauzignan-30",389
"11164","Saint-Chaptes-30",1906
"11165","Saint-Christol-de-Rodieres-30",162
"11166","Saint-Christol-lez-Ales-30",7226
"11167","Saint-Clement-30",375
"11168","Saint-Come-et-Maruejols-30",823
"11169","Saint-Denis-30",300
"11170","Saint-Dezery-30",463
"11171","Saint-Dionisy-30",1069
"11172","Saint-Etienne-de-l'Olm-30",410
"11173","Saint-Etienne-des-Sorts-30",564
"11174","Saint-Felix-de-Pallieres-30",247
"11175","Saint-Florent-sur-Auzonnet-30",1187
"11176","Saint-Genies-de-Comolas-30",2022
"11177","Saint-Genies-de-Malgoires-30",3068
"11178","Saint-Gervais-30",757
"11179","Saint-Gervasy-30",1975
"11180","Saint-Gilles-30",13893
"11181","Saint-Hilaire-d'Ozilhan-30",1096
"11182","Saint-Hilaire-de-Brethmas-30",4486
"11183","Saint-Hippolyte-de-Caton-30",224
"11184","Saint-Hippolyte-de-Montaigu-30",269
"11185","Saint-Hippolyte-du-Fort-30",3999
"11186","Saint-Jean-de-Ceyrargues-30",168
"11187","Saint-Jean-de-Crieulon-30",245
"11188","Saint-Jean-de-Maruejols-et-Avejan-30",897
"11189","Saint-Jean-de-Serres-30",529
"11190","Saint-Jean-de-Valeriscle-30",664
"11191","Saint-Jean-du-Gard-30",2607
"11192","Saint-Jean-du-Pin-30",1551
"11193","Saint-Julien-de-Cassagnas-30",727
"11194","Saint-Julien-de-la-Nef-30",148
"11195","Saint-Julien-de-Peyrolas-30",1451
"11196","Saint-Julien-les-Rosiers-30",3428
