COD_VAR;LIB_VAR;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
codeGeo;Code du quartier prioritaire;QP059017;Provinces Françaises;CHAR;8
codeGeo;Code du quartier prioritaire;QP059018;L'Epinette;CHAR;8
codeGeo;Code du quartier prioritaire;QP059019;Quartier Intercommunal Sous-Le Bois Montplaisir Rue D'Hautmont;CHAR;8
codeGeo;Code du quartier prioritaire;QP059020;Verrerie - Square République;CHAR;8
codeGeo;Code du quartier prioritaire;QP059021;Zone Intercommunale Rives De L'Escaut;CHAR;8
codeGeo;Code du quartier prioritaire;QP059022;Cité Thiers - Cité Du Rivage;CHAR;8
codeGeo;Code du quartier prioritaire;QP059023;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP059024;Lecocq;CHAR;8
codeGeo;Code du quartier prioritaire;QP059025;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP059026;Le Trieu;CHAR;8
codeGeo;Code du quartier prioritaire;QP059027;Quatre Chasses Poudrière Faiencerie;CHAR;8
codeGeo;Code du quartier prioritaire;QP059028;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP059029;La Pépinière;CHAR;8
codeGeo;Code du quartier prioritaire;QP059030;Dutemple Chasse Royale Saint Waast - La Sentinelle;CHAR;8
codeGeo;Code du quartier prioritaire;QP059031;Zone Intercommunale Faubourg De Cambrai - La Briquette;CHAR;8
codeGeo;Code du quartier prioritaire;QP059032;Cité Le Jard;CHAR;8
codeGeo;Code du quartier prioritaire;QP059033;La Solitude Hermitage;CHAR;8
codeGeo;Code du quartier prioritaire;QP059034;Quartier Prioritaire d'Aniche;CHAR;8
codeGeo;Code du quartier prioritaire;QP059035;Quartier Prioritaire D'Auberchicourt Et Ecaillon;CHAR;8
codeGeo;Code du quartier prioritaire;QP059036;Quartier Prioritaire De Masny;CHAR;8
codeGeo;Code du quartier prioritaire;QP059037;Quartier Prioritaire De Montigny En Ostrevent;CHAR;8
codeGeo;Code du quartier prioritaire;QP059038;Barrois;CHAR;8
codeGeo;Code du quartier prioritaire;QP059039;Lemay Sainte Marie;CHAR;8
codeGeo;Code du quartier prioritaire;QP059040;Quartier Prioritaire De Somain;CHAR;8
codeGeo;Code du quartier prioritaire;QP059041;Résidences Pasteur Et Foch;CHAR;8
codeGeo;Code du quartier prioritaire;QP059042;Centre Ville - Gambetta;CHAR;8
codeGeo;Code du quartier prioritaire;QP059043;Coeur D'Etoile;CHAR;8
codeGeo;Code du quartier prioritaire;QP059044;Fourmies;CHAR;8
codeGeo;Code du quartier prioritaire;QP059045;Cité Des Bois;CHAR;8
codeGeo;Code du quartier prioritaire;QP059046;Vieux Centre Ville Saint Géry;CHAR;8
codeGeo;Code du quartier prioritaire;QP059047;Quartier Saint Roch;CHAR;8
codeGeo;Code du quartier prioritaire;QP059048;Quartier Amérique;CHAR;8
codeGeo;Code du quartier prioritaire;QP059049;Résidence D'Esnes;CHAR;8
codeGeo;Code du quartier prioritaire;QP059050;Centre;CHAR;8
codeGeo;Code du quartier prioritaire;QP059051;Boulevard De La Liberté;CHAR;8
codeGeo;Code du quartier prioritaire;QP059052;Schneider;CHAR;8
codeGeo;Code du quartier prioritaire;QP059053;Couture Savonnerie;CHAR;8
codeGeo;Code du quartier prioritaire;QP059054;Gambetta;CHAR;8
codeGeo;Code du quartier prioritaire;QP059055;Sabatier;CHAR;8
codeGeo;Code du quartier prioritaire;QP059056;Brunehaut;CHAR;8
codeGeo;Code du quartier prioritaire;QP059057;Collinière;CHAR;8
codeGeo;Code du quartier prioritaire;QP059058;Elnon;CHAR;8
codeGeo;Code du quartier prioritaire;QP059059;Arenberg;CHAR;8
codeGeo;Code du quartier prioritaire;QP059060;Petit Steendam;CHAR;8
codeGeo;Code du quartier prioritaire;QP059061;Saint Pol Sur Mer Quartiers Ouest;CHAR;8
codeGeo;Code du quartier prioritaire;QP059062;Banc Vert - Ile Jeanty - Carré De La Vieille - Jeu De mail;CHAR;8
codeGeo;Code du quartier prioritaire;QP059063;Soubise - Basse Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP059064;Albeck - Europe - Moulin;CHAR;8
codeGeo;Code du quartier prioritaire;QP059065;Degroote;CHAR;8
codeGeo;Code du quartier prioritaire;QP059066;Pont de Bois;CHAR;8
codeGeo;Code du quartier prioritaire;QP059067;Résidence-Poste-Terroir;CHAR;8
codeGeo;Code du quartier prioritaire;QP059068;Résidence;CHAR;8
codeGeo;Code du quartier prioritaire;QP059069;Attargette - Chanzy;CHAR;8
codeGeo;Code du quartier prioritaire;QP059070;Bizet - Briquetterie;CHAR;8
codeGeo;Code du quartier prioritaire;QP059071;Quartier Intercommunal Hautchamps Longchamp - Lionderie - 3 Baudets;CHAR;8
codeGeo;Code du quartier prioritaire;QP059072;Pacot - Vandracq;CHAR;8
codeGeo;Code du quartier prioritaire;QP059073;Secteur Ouest;CHAR;8
codeGeo;Code du quartier prioritaire;QP059074;Secteur Sud;CHAR;8
codeGeo;Code du quartier prioritaire;QP059075;Secteur Nord Est;CHAR;8
codeGeo;Code du quartier prioritaire;QP059076;Secteur Nord;CHAR;8
codeGeo;Code du quartier prioritaire;QP059077;Les Oliveaux;CHAR;8
codeGeo;Code du quartier prioritaire;QP059078;Clémenceau-Kiener;CHAR;8
codeGeo;Code du quartier prioritaire;QP059079;La Briquetterie;CHAR;8
codeGeo;Code du quartier prioritaire;QP059080;Nouveau Mons - Les Sarts- Dombrowski;CHAR;8
codeGeo;Code du quartier prioritaire;QP059081;Comtesse De Ségur;CHAR;8
codeGeo;Code du quartier prioritaire;QP059082;Quartier Intercommunal Roubaix-Tourcoing - Blanc Seau - Croix Bas Saint Pierre;CHAR;8
codeGeo;Code du quartier prioritaire;QP059083;Nouveau Roubaix;CHAR;8
codeGeo;Code du quartier prioritaire;QP059084;La Mouchonnière;CHAR;8
codeGeo;Code du quartier prioritaire;QP059085;Phalempins;CHAR;8
codeGeo;Code du quartier prioritaire;QP059086;Virolois;CHAR;8
codeGeo;Code du quartier prioritaire;QP059087;La Bourgogne;CHAR;8
codeGeo;Code du quartier prioritaire;QP059088;Pont Rompu;CHAR;8
codeGeo;Code du quartier prioritaire;QP059089;Blanc Riez;CHAR;8
codeGeo;Code du quartier prioritaire;QP059090;Epidéme Villas Couteaux;CHAR;8
codeGeo;Code du quartier prioritaire;QP059091;Centralité De Beaulieu;CHAR;8
codeGeo;Code du quartier prioritaire;QP060001;Les Hauts De Creil;CHAR;8
codeGeo;Code du quartier prioritaire;QP060002;Les Martinets;CHAR;8
codeGeo;Code du quartier prioritaire;QP060003;Les Côteaux;CHAR;8
codeGeo;Code du quartier prioritaire;QP060004;Les Rochers L'Obier;CHAR;8
codeGeo;Code du quartier prioritaire;QP060005;Belle Vue Belle Visée;CHAR;8
codeGeo;Code du quartier prioritaire;QP060006;Vivier Corax;CHAR;8
codeGeo;Code du quartier prioritaire;QP060007;Clos Des Roses;CHAR;8
codeGeo;Code du quartier prioritaire;QP060008;La Victoire;CHAR;8
codeGeo;Code du quartier prioritaire;QP060009;Saint Jean;CHAR;8
codeGeo;Code du quartier prioritaire;QP060010;Saint Lucien;CHAR;8
codeGeo;Code du quartier prioritaire;QP060011;Argentine;CHAR;8
codeGeo;Code du quartier prioritaire;QP060012;Les Terriers;CHAR;8
codeGeo;Code du quartier prioritaire;QP060013;Quartier De La Nacre;CHAR;8
codeGeo;Code du quartier prioritaire;QP060014;Les Sables;CHAR;8
codeGeo;Code du quartier prioritaire;QP060015;Liancourt Les Abords Du Parc;CHAR;8
codeGeo;Code du quartier prioritaire;QP060016;Quartier Kennedy;CHAR;8
codeGeo;Code du quartier prioritaire;QP060017;Beauséjour;CHAR;8
codeGeo;Code du quartier prioritaire;QP060018;Mont Siméon;CHAR;8
codeGeo;Code du quartier prioritaire;QP061001;Les Provinces;CHAR;8
codeGeo;Code du quartier prioritaire;QP061002;Saint Michel - Vallée D'Auge;CHAR;8
codeGeo;Code du quartier prioritaire;QP061003;Saint Michel;CHAR;8
codeGeo;Code du quartier prioritaire;QP061004;Saint Sauveur;CHAR;8
codeGeo;Code du quartier prioritaire;QP061005;La Madeleine;CHAR;8
codeGeo;Code du quartier prioritaire;QP061006;Perseigne;CHAR;8
codeGeo;Code du quartier prioritaire;QP061007;Courteille;CHAR;8
codeGeo;Code du quartier prioritaire;QP062001;Quartier Du Mieux-Etre;CHAR;8
codeGeo;Code du quartier prioritaire;QP062002;Camus;CHAR;8
codeGeo;Code du quartier prioritaire;QP062003;Plantigeons - Fosse 4;CHAR;8
codeGeo;Code du quartier prioritaire;QP062004;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP062005;Quartier Des Cité 5 - Cité De Marles - Cité Du Rond-Point;CHAR;8
codeGeo;Code du quartier prioritaire;QP062006;Quartier Rimbert;CHAR;8
codeGeo;Code du quartier prioritaire;QP062007;Quartier Du Regain;CHAR;8
codeGeo;Code du quartier prioritaire;QP062008;Quartier Du Mont Liébaut;CHAR;8
codeGeo;Code du quartier prioritaire;QP062009;Quartier De La Rue De Lille;CHAR;8
codeGeo;Code du quartier prioritaire;QP062010;Renaissance;CHAR;8
codeGeo;Code du quartier prioritaire;QP062011;Le Centre;CHAR;8
codeGeo;Code du quartier prioritaire;QP062012;Terrasses Basly;CHAR;8
codeGeo;Code du quartier prioritaire;QP062013;Quartier Coteau Du Stade Parc-Cité 34;CHAR;8
codeGeo;Code du quartier prioritaire;QP062014;Quartier Des Cités 6 Et 30;CHAR;8
codeGeo;Code du quartier prioritaire;QP062015;Quartier Provinces - Longues Trinques;CHAR;8
codeGeo;Code du quartier prioritaire;QP062016;Quartier Saint-Elie - Fosse 13;CHAR;8
codeGeo;Code du quartier prioritaire;QP062017;Le Haut D'Houdain;CHAR;8
codeGeo;Code du quartier prioritaire;QP062018;Terre-Noeve;CHAR;8
codeGeo;Code du quartier prioritaire;QP062019;République - Cité 4;CHAR;8
codeGeo;Code du quartier prioritaire;QP062020;Cité Des Brebis;CHAR;8
codeGeo;Code du quartier prioritaire;QP062021;Cité Du Transvaal - Centre;CHAR;8
codeGeo;Code du quartier prioritaire;QP062022;Cité 5 - Cité 11;CHAR;8
codeGeo;Code du quartier prioritaire;QP062023;Cité Bellevue;CHAR;8
codeGeo;Code du quartier prioritaire;QP062024;Cité 12-14;CHAR;8
codeGeo;Code du quartier prioritaire;QP062025;Grande Résidence;CHAR;8
codeGeo;Code du quartier prioritaire;QP062026;Cité 2;CHAR;8
codeGeo;Code du quartier prioritaire;QP062027;Sellier Cité 4;CHAR;8
codeGeo;Code du quartier prioritaire;QP062028;Calonne - Marichelles - Vent De Bise;CHAR;8
codeGeo;Code du quartier prioritaire;QP062029;Les Hauts De Liévin - Résidence Des Provinces - Cités 9-9bis;CHAR;8
codeGeo;Code du quartier prioritaire;QP062030;Blum - Salengro - 109;CHAR;8
codeGeo;Code du quartier prioritaire;QP062031;3 Cités;CHAR;8
codeGeo;Code du quartier prioritaire;QP062032;Cité 10;CHAR;8
codeGeo;Code du quartier prioritaire;QP062033;Les Blanches Laines Fosse 11 12 13;CHAR;8
codeGeo;Code du quartier prioritaire;QP062034;Quartier du 3/15;CHAR;8
codeGeo;Code du quartier prioritaire;QP062035;Cité Des Taberneaux;CHAR;8
codeGeo;Code du quartier prioritaire;QP062036;Saint-Exupéry - Léon Blum;CHAR;8
codeGeo;Code du quartier prioritaire;QP062037;Quai Du commerce - Saint Sépulcre;CHAR;8
codeGeo;Code du quartier prioritaire;QP062038;Du Village Au Moulin;CHAR;8
codeGeo;Code du quartier prioritaire;QP062039;Rotois - Saint Roch;CHAR;8
codeGeo;Code du quartier prioritaire;QP062040;Cornuault;CHAR;8
codeGeo;Code du quartier prioritaire;QP062041;Macé - Darcy;CHAR;8
codeGeo;Code du quartier prioritaire;QP062042;Ponchelet - Kennedy;CHAR;8
codeGeo;Code du quartier prioritaire;QP062043;La Plaine Du 7;CHAR;8
codeGeo;Code du quartier prioritaire;QP062044;Zac Des Deux Villes;CHAR;8
codeGeo;Code du quartier prioritaire;QP062045;Quartier Du Maroc - La Canche;CHAR;8
codeGeo;Code du quartier prioritaire;QP062046;Nouméa;CHAR;8
codeGeo;Code du quartier prioritaire;QP062047;Languedoc - Cité 10;CHAR;8
codeGeo;Code du quartier prioritaire;QP062048;Quartier De La Haute Voie;CHAR;8
codeGeo;Code du quartier prioritaire;QP062049;Damrémont;CHAR;8
codeGeo;Code du quartier prioritaire;QP062050;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP062051;Chemin Vert - Beaurepaire - Malborough;CHAR;8
codeGeo;Code du quartier prioritaire;QP062052;Henriville - Montplaisir;CHAR;8
codeGeo;Code du quartier prioritaire;QP062053;Quartier Tour Du Renard;CHAR;8
codeGeo;Code du quartier prioritaire;QP062054;Quartier Des Résidences;CHAR;8
codeGeo;Code du quartier prioritaire;QP062055;Fort Nieulay - Cailloux - Saint-Pierre;CHAR;8
codeGeo;Code du quartier prioritaire;QP062056;Beau Marais;CHAR;8
codeGeo;Code du quartier prioritaire;QP062057;Ville Centre;CHAR;8
codeGeo;Code du quartier prioritaire;QP062058;Centre Historique;CHAR;8
codeGeo;Code du quartier prioritaire;QP062059;Quartier De La Renaissance;CHAR;8
codeGeo;Code du quartier prioritaire;QP062060;Quatre As;CHAR;8
codeGeo;Code du quartier prioritaire;QP062061;Arras Ouest;CHAR;8
codeGeo;Code du quartier prioritaire;QP062062;Saint Michel Goudemand;CHAR;8
codeGeo;Code du quartier prioritaire;QP062063;Cheminots Jean Jaurès Moulin Hacart;CHAR;8
codeGeo;Code du quartier prioritaire;QP062064;Nouvelles Résidences;CHAR;8
codeGeo;Code du quartier prioritaire;QP063001;Molles Cizolles;CHAR;8
codeGeo;Code du quartier prioritaire;QP063002;Saint-Jacques;CHAR;8
codeGeo;Code du quartier prioritaire;QP063003;Quartiers Nord;CHAR;8
codeGeo;Code du quartier prioritaire;QP063004;La Gauthière;CHAR;8
codeGeo;Code du quartier prioritaire;QP063005;Fontaine Du Bac;CHAR;8
codeGeo;Code du quartier prioritaire;QP063006;Cournon D'Auvergne;CHAR;8
codeGeo;Code du quartier prioritaire;QP063007;Centre Ancien;CHAR;8
codeGeo;Code du quartier prioritaire;QP064001;Maubec - Citadelle;CHAR;8
codeGeo;Code du quartier prioritaire;QP064002;Hauts De Sainte Croix;CHAR;8
codeGeo;Code du quartier prioritaire;QP064003;Saragosse;CHAR;8
codeGeo;Code du quartier prioritaire;QP064004;Ousse Des Bois;CHAR;8
codeGeo;Code du quartier prioritaire;QP065001;Tarbes Ouest;CHAR;8
codeGeo;Code du quartier prioritaire;QP065002;Tarbes Nord;CHAR;8
codeGeo;Code du quartier prioritaire;QP065003;Tarbes Est;CHAR;8
codeGeo;Code du quartier prioritaire;QP065004;Ophite;CHAR;8
codeGeo;Code du quartier prioritaire;QP066001;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP066002;Quartier Saint Assiscle;CHAR;8
codeGeo;Code du quartier prioritaire;QP066003;Quartier Gare;CHAR;8
codeGeo;Code du quartier prioritaire;QP066004;Quartier Bas-Vernet Ancien Zus;CHAR;8
codeGeo;Code du quartier prioritaire;QP066005;Diagonale Du Haut - Moyen-Vernet;CHAR;8
codeGeo;Code du quartier prioritaire;QP066006;Rois De Majorque;CHAR;8
codeGeo;Code du quartier prioritaire;QP066007;Bas-Vernet Nouveau QPV;CHAR;8
codeGeo;Code du quartier prioritaire;QP066008;Quartier Centre Ancien;CHAR;8
codeGeo;Code du quartier prioritaire;QP066009;Quartier Nouveau Logis;CHAR;8
codeGeo;Code du quartier prioritaire;QP066010;Quartier Champs De Mars;CHAR;8
codeGeo;Code du quartier prioritaire;QP067001;Quartier Liberté;CHAR;8
codeGeo;Code du quartier prioritaire;QP067002;Les Pins - Musau;CHAR;8
codeGeo;Code du quartier prioritaire;QP067003;Saverne - Quartiers Est;CHAR;8
codeGeo;Code du quartier prioritaire;QP067004;Quartiers Ouest;CHAR;8
codeGeo;Code du quartier prioritaire;QP067005;Guirbaden;CHAR;8
codeGeo;Code du quartier prioritaire;QP067006;Libermann;CHAR;8
codeGeo;Code du quartier prioritaire;QP067007;Quartier Prioritaire De Lingolsheim;CHAR;8
codeGeo;Code du quartier prioritaire;QP067008;Marais;CHAR;8
codeGeo;Code du quartier prioritaire;QP067009;Hohberg;CHAR;8
codeGeo;Code du quartier prioritaire;QP067010;Molkenbronn;CHAR;8
codeGeo;Code du quartier prioritaire;QP067011;Hautepierre;CHAR;8
codeGeo;Code du quartier prioritaire;QP067012;Koenigshoffen-Est;CHAR;8
codeGeo;Code du quartier prioritaire;QP067013;Cronenbourg;CHAR;8
codeGeo;Code du quartier prioritaire;QP067014;Elsau;CHAR;8
codeGeo;Code du quartier prioritaire;QP067015;Laiterie;CHAR;8
codeGeo;Code du quartier prioritaire;QP067016;Neuhof - Meinau;CHAR;8
codeGeo;Code du quartier prioritaire;QP067017;Cité De L'Ill;CHAR;8
codeGeo;Code du quartier prioritaire;QP067018;Spach;CHAR;8
codeGeo;Code du quartier prioritaire;QP067019;Ampère;CHAR;8
codeGeo;Code du quartier prioritaire;QP067020;Port Du Rhin;CHAR;8
codeGeo;Code du quartier prioritaire;QP067021;Murhof;CHAR;8
codeGeo;Code du quartier prioritaire;QP068001;Florimont - Bel Air;CHAR;8
codeGeo;Code du quartier prioritaire;QP068002;Europe - Schweitzer;CHAR;8
codeGeo;Code du quartier prioritaire;QP068003;Quartier Les Coteaux;CHAR;8
codeGeo;Code du quartier prioritaire;QP068004;Quartier De Bourtzwiller;CHAR;8
codeGeo;Code du quartier prioritaire;QP068005;Péricentre;CHAR;8
codeGeo;Code du quartier prioritaire;QP068006;Drouot - Jonquilles;CHAR;8
codeGeo;Code du quartier prioritaire;QP068007;Quartier Brustlein;CHAR;8
codeGeo;Code du quartier prioritaire;QP068008;Markstein - La Forêt;CHAR;8
codeGeo;Code du quartier prioritaire;QP068009;Quartier De La Gare;CHAR;8
codeGeo;Code du quartier prioritaire;QP068010;Quartier Bel Air;CHAR;8
codeGeo;Code du quartier prioritaire;QP069001;Périmètre Nord De Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP069002;Monod;CHAR;8
codeGeo;Code du quartier prioritaire;QP069003;La Source;CHAR;8
codeGeo;Code du quartier prioritaire;QP069004;Centre;CHAR;8
codeGeo;Code du quartier prioritaire;QP069005;Les Pérouses;CHAR;8
codeGeo;Code du quartier prioritaire;QP069006;Le Garet;CHAR;8
codeGeo;Code du quartier prioritaire;QP069007;Béligny;CHAR;8
codeGeo;Code du quartier prioritaire;QP069008;Belleroche;CHAR;8
codeGeo;Code du quartier prioritaire;QP069009;Aiguerande;CHAR;8
codeGeo;Code du quartier prioritaire;QP069010;Parilly;CHAR;8
codeGeo;Code du quartier prioritaire;QP069011;Terraillon - Chenier;CHAR;8
codeGeo;Code du quartier prioritaire;QP069012;Les Vernes;CHAR;8
codeGeo;Code du quartier prioritaire;QP069013;La Saulaie;CHAR;8
codeGeo;Code du quartier prioritaire;QP069014;Hautes Roches;CHAR;8
codeGeo;Code du quartier prioritaire;QP069015;Minguettes - Clochettes;CHAR;8
codeGeo;Code du quartier prioritaire;QP069016;Arsenal - Carnot-Parmentier;CHAR;8
codeGeo;Code du quartier prioritaire;QP069017;Les Collonges;CHAR;8
codeGeo;Code du quartier prioritaire;QP069018;Grande Île;CHAR;8
codeGeo;Code du quartier prioritaire;QP069019;Sud;CHAR;8
codeGeo;Code du quartier prioritaire;QP069020;Duclos - Barel;CHAR;8
codeGeo;Code du quartier prioritaire;QP069021;Les Buers Sud;CHAR;8
codeGeo;Code du quartier prioritaire;QP069022;Bel Air - Les Brosses;CHAR;8
codeGeo;Code du quartier prioritaire;QP069023;Saint-Jean;CHAR;8
codeGeo;Code du quartier prioritaire;QP069024;Les Buers Nord;CHAR;8
codeGeo;Code du quartier prioritaire;QP069025;Tonkin;CHAR;8
codeGeo;Code du quartier prioritaire;QP069026;Prainet;CHAR;8
codeGeo;Code du quartier prioritaire;QP069027;Le Mathiolan;CHAR;8
codeGeo;Code du quartier prioritaire;QP069028;Ville Nouvelle;CHAR;8
codeGeo;Code du quartier prioritaire;QP069029;Bellevue;CHAR;8
codeGeo;Code du quartier prioritaire;QP069030;Garibaldi;CHAR;8
codeGeo;Code du quartier prioritaire;QP069031;Bel Air;CHAR;8
codeGeo;Code du quartier prioritaire;QP069032;Soeurs Janin;CHAR;8
codeGeo;Code du quartier prioritaire;QP069033;Cités Sociales Gerland;CHAR;8
codeGeo;Code du quartier prioritaire;QP069034;Moulin A Vent;CHAR;8
codeGeo;Code du quartier prioritaire;QP069035;Etats-Unis - Langlet Santy;CHAR;8
codeGeo;Code du quartier prioritaire;QP069036;Mermoz;CHAR;8
codeGeo;Code du quartier prioritaire;QP069037;Duchère;CHAR;8
codeGeo;Code du quartier prioritaire;QP069038;Loucheur - Gorge De Loup;CHAR;8
codeGeo;Code du quartier prioritaire;QP069039;Les Plaines;CHAR;8
codeGeo;Code du quartier prioritaire;QP069040;Vallon;CHAR;8
codeGeo;Code du quartier prioritaire;QP069041;Le Vergoin;CHAR;8
codeGeo;Code du quartier prioritaire;QP069042;Moncey;CHAR;8
codeGeo;Code du quartier prioritaire;QP069043;Les Plantées;CHAR;8
codeGeo;Code du quartier prioritaire;QP070001;Rêpes - Montmarin;CHAR;8
codeGeo;Code du quartier prioritaire;QP070002;Le Mortard;CHAR;8
codeGeo;Code du quartier prioritaire;QP070003;Stade Messier;CHAR;8
codeGeo;Code du quartier prioritaire;QP070004;Les Chenevières;CHAR;8
codeGeo;Code du quartier prioritaire;QP070005;Les Capucins;CHAR;8
codeGeo;Code du quartier prioritaire;QP071001;Aubépins;CHAR;8
codeGeo;Code du quartier prioritaire;QP071002;Stade - Fontaine au Loup;CHAR;8
codeGeo;Code du quartier prioritaire;QP071003;Prés Saint-Jean;CHAR;8
codeGeo;Code du quartier prioritaire;QP071004;La Chanaye - Résidence;CHAR;8
codeGeo;Code du quartier prioritaire;QP071005;Les Blanchettes;CHAR;8
codeGeo;Code du quartier prioritaire;QP071006;Les Saugeraies;CHAR;8
codeGeo;Code du quartier prioritaire;QP071007;Marbé;CHAR;8
codeGeo;Code du quartier prioritaire;QP071008;Saint Pantaléon;CHAR;8
codeGeo;Code du quartier prioritaire;QP071009;Le Tennis;CHAR;8
codeGeo;Code du quartier prioritaire;QP071010;Harfleur - République - Lapérouse;CHAR;8
codeGeo;Code du quartier prioritaire;QP071011;Rives Du Plessis;CHAR;8
codeGeo;Code du quartier prioritaire;QP071012;Bois Du Verne;CHAR;8
codeGeo;Code du quartier prioritaire;QP071013;Résidence Du Lac;CHAR;8
codeGeo;Code du quartier prioritaire;QP072001;La Rocade;CHAR;8
codeGeo;Code du quartier prioritaire;QP072002;Chaoué Perrières;CHAR;8
codeGeo;Code du quartier prioritaire;QP072003;Bellevue Carnac;CHAR;8
codeGeo;Code du quartier prioritaire;QP072004;Ronceray Glonnières Vauguyon;CHAR;8
codeGeo;Code du quartier prioritaire;QP072005;Les Sablons;CHAR;8
codeGeo;Code du quartier prioritaire;QP072006;L' Epine;CHAR;8
codeGeo;Code du quartier prioritaire;QP072007;Montreux;CHAR;8
codeGeo;Code du quartier prioritaire;QP073001;Biollay - Bellevue;CHAR;8
codeGeo;Code du quartier prioritaire;QP073002;Les Hauts De Chambéry;CHAR;8
codeGeo;Code du quartier prioritaire;QP073003;Marlioz;CHAR;8
codeGeo;Code du quartier prioritaire;QP073004;Val De Roses - Contamine;CHAR;8
codeGeo;Code du quartier prioritaire;QP074001;Le Perrier - Château Rouge - Livron;CHAR;8
codeGeo;Code du quartier prioritaire;QP074002;Le Chalet - Helvetia Park;CHAR;8
codeGeo;Code du quartier prioritaire;QP074003;Les Ewües;CHAR;8
codeGeo;Code du quartier prioritaire;QP074004;Collonges Sainte-Hélène;CHAR;8
codeGeo;Code du quartier prioritaire;QP074005;Saint Georges - Route De Thairy;CHAR;8
codeGeo;Code du quartier prioritaire;QP074006;Bois Jolivet - Les Iles - Bellerive;CHAR;8
codeGeo;Code du quartier prioritaire;QP075001;Bédier - Boutroux;CHAR;8
codeGeo;Code du quartier prioritaire;QP075002;Chaufourniers;CHAR;8
codeGeo;Code du quartier prioritaire;QP075003;Villa d'Este;CHAR;8
codeGeo;Code du quartier prioritaire;QP075004;Kellermann - Paul Bourget;CHAR;8
codeGeo;Code du quartier prioritaire;QP075005;Jeanne D'Arc - Clisson;CHAR;8
codeGeo;Code du quartier prioritaire;QP075006;Oudiné - Chevaleret;CHAR;8
codeGeo;Code du quartier prioritaire;QP075007;Didot - Porte de Vanves;CHAR;8
codeGeo;Code du quartier prioritaire;QP075008;Porte De Saint-Ouen - Porte Pouchet;CHAR;8
codeGeo;Code du quartier prioritaire;QP075009;Blémont;CHAR;8
codeGeo;Code du quartier prioritaire;QP075010;Porte Montmartre - Porte Des Poissonniers - Moskova;CHAR;8
codeGeo;Code du quartier prioritaire;QP075011;La Chapelle - Evangile;CHAR;8
codeGeo;Code du quartier prioritaire;QP075012;Goutte D'Or;CHAR;8
codeGeo;Code du quartier prioritaire;QP075013;Porte De La Chapelle - Charles Hermite;CHAR;8
codeGeo;Code du quartier prioritaire;QP075014;Stalingrad Riquet;CHAR;8
codeGeo;Code du quartier prioritaire;QP075015;Michelet - Alphonse Karr - Rue de Nantes;CHAR;8
codeGeo;Code du quartier prioritaire;QP075016;Danube - Solidarité - Marseillaise;CHAR;8
codeGeo;Code du quartier prioritaire;QP075017;Algérie;CHAR;8
codeGeo;Code du quartier prioritaire;QP075018;Compans - Pelleport;CHAR;8
codeGeo;Code du quartier prioritaire;QP075019;Les Portes Du Vingtième;CHAR;8
codeGeo;Code du quartier prioritaire;QP075020;Grand Belleville 10ème - 11ème - 20ème;CHAR;8
codeGeo;Code du quartier prioritaire;QP076001;Val Druel;CHAR;8
codeGeo;Code du quartier prioritaire;QP076002;Neuville;CHAR;8
codeGeo;Code du quartier prioritaire;QP076003;Les Bruyères;CHAR;8
codeGeo;Code du quartier prioritaire;QP076004;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP076005;Mont Gaillard;CHAR;8
codeGeo;Code du quartier prioritaire;QP076006;Centre Ancien - Quartiers Sud;CHAR;8
codeGeo;Code du quartier prioritaire;QP076007;Bois-De-Bléville;CHAR;8
codeGeo;Code du quartier prioritaire;QP076008;Bléville Nord;CHAR;8
codeGeo;Code du quartier prioritaire;QP076009;Bléville Sud;CHAR;8
codeGeo;Code du quartier prioritaire;QP076010;Caucriauville Soquence;CHAR;8
codeGeo;Code du quartier prioritaire;QP076011;Plateau;CHAR;8
codeGeo;Code du quartier prioritaire;QP076012;Quartier Des Arts Et Des Fleurs - Feugrais;CHAR;8
codeGeo;Code du quartier prioritaire;QP076013;Parc Du Robec;CHAR;8
codeGeo;Code du quartier prioritaire;QP076014;Centre Ville;CHAR;8
codeGeo;Code du quartier prioritaire;QP076015;Les Bouttières;CHAR;8
codeGeo;Code du quartier prioritaire;QP076016;Diderot - Les Mesliers;CHAR;8
codeGeo;Code du quartier prioritaire;QP076017;Quartier De Binche;CHAR;8
codeGeo;Code du quartier prioritaire;QP076018;Le Quartier Jean Moulin;CHAR;8
codeGeo;Code du quartier prioritaire;QP076019;Oissel Sur Seine Nord;CHAR;8
codeGeo;Code du quartier prioritaire;QP076020;Quartier De La Piscine;CHAR;8
codeGeo;Code du quartier prioritaire;QP076021;Grammont;CHAR;8
codeGeo;Code du quartier prioritaire;QP076022;Les Hauts De Rouen;CHAR;8
codeGeo;Code du quartier prioritaire;QP076023;Quartier Château Blanc;CHAR;8
